,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
1243,Sharan,Overall a great Phone,"Used for 1 month. Battery life and the Amoled screen is the big advantage of this phone. Can last a day on standby.
Front camera good compared to the back camera so any photography lovers I would not recommend this phone. Samsung's One UI is awesome. It is smooth. Speakers are decent. Blue gradient on the back looks Superb.",18 June 2019,5
1244,KAPILBHAI LADOLA,amzing expriences with samsung,"camera quality amzing
battery life very log",20 March 2019,5
1245,J J,Defective piece. Returned,Ordered it for a connected friend on its flash sale. Got a defective piece in which charging port wasn't fitting charger cable. Returned.,12 May 2019,3
1246,Rajendra Singh,Best Phone under 20k...😊,"Nice Product and even at great price...
Camera quality is soo good.
Battery life is 10-15 days...
The phone less with one thing is that face lock takes some time to unlock the device...
6 gb Ram and 128 gb is the best variant...
Also now it has pie updated and with one Ui 1.1",31 May 2019,5
1247,ABHIJIT DAS,PURCHASED ON 23RD MAY 2019,"PURCHASED ON 23RD MAY 2019 & IT IS GIVING PROBLEMS .
ALL BUTTONS AT THE BOTTOM HAVE DISAPPEARED & IT IS BECOMING DIFFICULT TO HANDLE / GO TO THE NEXT SCREEN. LOCK SCREEN IS CHANGING AUTOMATICALLY EVERY SECOND .SPACE FOR ENTERING NAMES IN PHONE BOOK LIMITED,
MANY MORE ISSUES.
WILL BE GLAD IF THE SET IS REPLACED",18 June 2019,2
1248,Himanshu Verma,Great product in this price.,Overall all a very nice product by recognised brand loved the over all service and the memory combination of Ram and Rom expecting a better and great device.,19 April 2019,5
1249,Sk,Gr8 display but Triple card slot could be better made.,"Good one.
Superb Display, great battery life, good looking.

Some issues noticed ::
Exynos processor is nowhere near snapdragon.
Gets heated after long usage.
The triple card slot is very light, and probably will break if we are not extra cautious",11 May 2019,4
1250,Sanjith,Don't fall for dis phone,"Please Don't buy dis mobile. Waste of money
Processor is very poor. Very disappointed.
The only satisfied thing is it's camera.
Don't fall for dis mobile. Phone is overheated on the firstday of purchase.
Planning to return it",22 April 2019,2
1251,Viva,Value for money.,"The product is just awesome compared to this price range. And the triple camera setup is damn cool with the ultra wide angle camera. The always on display gives such a classy look. And the vibrant colour on the screen makes this phone so perfect. The best is the battery life, with fast charging available. Truly this phone is value for money.",18 June 2019,5
1252,Meenakshi Sundaram Vivek,Best for entertainment but ok for gaming!!,Those who love entertainment in phone this will be best. While watching movies in big screen. Super amoled display gives original darkness. Battery life 2 days even rough use also. For gaming little lag but ok. Dolby Atmos works fine in headphones. Face recognition works fast. Best product of Samsung smartphone.,29 May 2019,4
1253,Gautam Kotian,Very good but not perfect,"The phone is good for mid-range price. Brilliant display with amazing battery life which runs a whole day in everyday use.
The only cons is the camera quality and the exynos processor which is not good enough compared to other mid-range snapdragon process. Overall a good phone with a very good Samsung experience and up to date updates.",18 June 2019,4
1254,S.R.RAMAKRISHNAN,Osm M30,"Absolutely an osm product from the giant Samsung. Front and rear cameras are simply superb. Finger printer, enough memory, 4gb ram for fast surfing, etc., etc., all are good. But the battery, even though 5000mah., losts not longer as they mentioned. For calling purpose it's well enough. Totally to say it's quite an amazing job from Samsung.",18 June 2019,4
1255,Manoj Nair,Samsung Galaxy M30 the best phone I used ever,This phone is very sleek and easy to handle. Triple rear camera is awesome. The clarity of the picturs taken with M30 camera is superb. The performance of the Octa core processor is excellent. I would love to give the full 5 ratings to Samsung M30. The battery life is also excellent for this product and the battery get charged very fast..,18 June 2019,5
1256,harsh,Not for me,As a whole the phone looks nice but is unable to handle multiple apps running parallel. Also the fingerprint scanner seems to function with a delayed response. The phone quickly gets heated up while playing games. Also the phone lags while using keyboard during calls. But it has a great camera both front and back. Really takes nice clicks.,2 June 2019,2
1257,Kavin,USB connection problem and adapter not working,When I connect it with my laptop it shows USB cable connected and disconnected continuesly. ....once I disconnect it from my laptop then also it shows the notification. ...and adapter is not working. ......😡😡😡😡,13 April 2019,2
1258,Tanu,Galaxy m30 is my best choice🤗🤗,"Galaxy m30 is my best choice..thr r best features in this phone..sometimes its not work properly otherwise it is a good decision to purchase it..camera quality is good,battery backup is better than others, n fingerprint reader is very fast..so over all its a good mobile phone in budget",18 June 2019,5
1259,Dj Yogi,Display is so good,"Supperb Samsung m30
It's a really 3xpowerd battery is very good
Camera wide angle mode is awesome...best budget smartphone.....",11 March 2019,5
1260,Ateev,Very good mobile phone,"Undoubtly Samsung m30 is a very good mobille phone, I am using it since 6th May 2019 it's camra quality battry backup fingurprint sencer evrything working smoothly such a very nice mobile phone.

One thing which is not supported in this phone is secure folder, this is the thing which made me little bit disappointed else is fine.",18 June 2019,4
1261,SHEIKH ASHRAF,"Camera , battery, super amoled display with notch , type -c charger, face and fingerprint lock","Excellent battery life
Fast charging is awsm
Camera has very good quality nd ultra wide angle also good
Fingerprint and face lock also has very good quality phone open quickly with both .
Notch display full screen display looks awsm
This device is very good with this price other than related devices in market",18 June 2019,5
1262,jagadeesh K.,Good phone not so good ui and cam,"The ui is a problem, as for the hardware its pretty decent but the customization is very low compared to miui . I am finding the switch very hard. The phone does terribly at low light, in a well lit ambiance it's good but at the time of dawn or if the light source is far the camera is done for.",11 May 2019,4
1263,nightingale,"wonderful phone, very sleek and comfortable","Shifting data from my old phone to this new one (SamsungM30) was very quick and easy. I waited a long time in the waitlist before I got this, but its worth it. Amazon delivery is excellent.",24 April 2019,5
1264,SandWitch,Bad Phone.,"Very slow finger sensor and inaccurate and slow face unlock.
Camera is average , does artificial smoothing
User interface is not good
Not worth 15k. It like a 10k phone performance",17 May 2019,1
1265,BANOTH PRAKASH,Please help me,There is no Notification sensor in Samsung m30.,13 March 2019,1
1266,Rachna khulbe,A pretty solid competition for redmi 7 and a good budget phone,It's a very nice phone. Sometimes I wish the fingerprint sensor was a bit more fast. It regularly asks me to wipe the sensor and tau again but then usually works on the immediately next attempt. The battery life is the best part. The phone cam easily last a full day of heavy use with 20-30% battery remaining. Overall a nice budget phone,18 June 2019,4
1267,Nilesh B.,Use Samsung for battery backup and camera quality,"Am very happy with this phone. The battery back up is amazing. Wide photo camera angle is too nice. One of my friend also purchased same phone as I have suggested him. Overall all functions are good. Only the suggestion is please add the headphones/earphones with this product. Am using this phone in united kingdom now.

Thanks.",18 June 2019,5
1268,pradeep singh,Very poor quality of display,"M 30 is not give me full satisfaction it have some reason for dislike the product
1 display quality is not good as shown its a super amold display
2 hang problem while playing pubg.
3 brightness is very low after on full mode.

I want to return this product.i had not use sim till date.i will suggest dont buy it.",3 June 2019,3
1269,Mohammed Mufeed,Perfect phone for the price,"Not having any big issues as such.
Phones heats while its charging & when its on heavy use.
But looking at the history of Samsung,
What they were providing us years back,
I must say they have improved alot",18 June 2019,4
1270,Dev shah,"Value for money on looks ,performance,Camara and battery backup","I am using this device for a month now; With fast charging and fairly good facial unlocking and lighting fast fingerprint unlocks it's never disappointed its do what its says. You will get a day and half on battery; sound from headphones jack and speaker is also quite nice.
And Camara with wide angle is capturing quite decent area.",18 June 2019,5
1271,Gowtham Reddy,Any body looking for Samsung M30,Its a waste mobile. Video Ads are coming while using any App. If anybody wants buy this mobile please dnt purchase. Try another brand,21 March 2019,1
1272,Karthik,Waste of money and time...,Waste product from a brand company Samsung... I have replaced it 2 times and again faced problems...finally found a way to return it... nothing special there except screen... battery is average... poor performance... Not expecting defective products like this from a brand company like Samsung...,7 May 2019,1
1273,Raj,Best budget phone under Rs15000.,"Best smartphone under 15000rs.
Good budget phone.
Good quality tripple camera under rs15000.
2 days battery life with 5000 mAh battrry.
Fingerprint reader and face reader is really very fast after the update of latest andriod 9 pie.
Fastestest and latest processer of exynos 7.
Overall a best phone to buy.",20 June 2019,5
1274,Shashi Shekhar,Detailed analysis of this phone,This phone is very fast. It doesnt lag or hang. The fingerprint sensor is quite decent. Face unlock seems to be a little slow. The screen is superb as it is super amoled. The best part battery is just amazing as it has 5k mah battery life. Overall its definitelg a good buy. And with the one ui android pie update this phone is amazing.,18 June 2019,5
1275,Chandra Nayan,Amazing display and battery life but poor rear camera.,"Everything is great specifically its display having superAmoled screen is amazing. The only bad thing about this phone is its rear camera , front camera works very well but the rear camera is very poor and its wide angle camera which is 5MP is worst in night conditions.
Overall you can purchase it if u are not a heavy camera user",18 June 2019,5
1276,Praveen k,Best to buy smart move,"I brought in mobile month to March: Smart move in samsung,
Display quality is Osm,
Cameras are widely and lovely. And charging speed is great. For a average mbl user best to buy this mob nd I would recommend this who all are expecting low price highend smart lk.
And refer some snap which I have updated..",11 May 2019,5
1277,Ashish Sharma,Awesome phone,"In case you wear glasses, FR won't recognize you without that. That's the only negative point.
Battery life is so good that I only charge it once in two days.",21 April 2019,5
1278,Narendra,Good phone for heavy users,"Most notable thing about this phone is obviously its battery life. Its also quite slim and its gradient color looks cool. Although fingerprint reader doesn't sense my finger properly sometimes, that maybe due to some external factors which can be ignored, but its response time is good. Other than that i loved this phone.",15 June 2019,5
1279,Amly,Very good product from Samsung family,"This is my first phone from Samsung family. Had lots of confusion before purchasing like whether it would be good or not. But I am very happy to have this product. Camera is good, it is charging very fast, its fast, etc etc.. No issues.
Overall it's a very good product to buy. Thumbs up!",18 June 2019,5
1280,Amazon Customer,Value for Money,"I never want to buy Samsung phones because of the worst battery drain experience and UI experience. But after long years I planned to go for this phone and so far completely satisfied with its performance.

Value for money
2 days batter life
Good display
Decent cameras",22 April 2019,5
1281,Shanmukha,Above average,"Fingerprint reader:it's good ,but not upto mark
Camera quality: best camera in mid range mobiles, i took pictures in this mobile ,it just like a DSLR pictures
Battery life : at starting time 1 and half day ,after few months it became 1 day ,but battery is good ,its worth 5000 mah .
Thank you",20 June 2019,4
1282,JAFAR A.,Product features and looking is really awesome. But what I received it little bit defective,I bought the phone on 20th April that was heating on top on the phone panel was not fit properly so i put replacement on it that mobile is more defective then first product again i return it. Refund is done but its taken long time custemer service also not telling the date of refund on person telling one date another person telling another date,9 May 2019,5
1283,Mohammad Amaan uddin,Best Samsung Mobile ever in price segment <18000,"Finger print reader is not working as per the expectation, initial 1 month it worked well, but it is little bit issue,the best Samsung phone in the range from 15000 to 18000, excellent battery life- Best Samsung mobile ever",18 June 2019,5
1284,Prasad,"Use less 6gb ram , mobile hangs frequently","Worst perfomance by a 6gb ram Phone . Please don't buy SAMSUNG M30 . Even games gets stuck, poor speaker quality. Too low compared to m20 also . Failure model SAMSUNG M30 . SCREEN GETS STUCK EVEN AFTER CLOSING APPLICATION . POOR MOBILE too heavy to handle , wrong placement of finger print sensor . Too bad perfomance from SAMSUNG",27 April 2019,1
1285,Balwinder Dhawan,Samsung M30 one of the best phone,"I used many phone but Samsung M30 is the best phone for me its camera quality is very good,battery backup is awesome.due to adaptive fast charging it takes very less time to get fully charge.And one major thing to notice is USB type c In a budget phone is very good and this device has a really good finger print sensor with very fast response.",13 May 2019,5
1286,Pankaj Solanki,Samsung's Beast in Such A Cheap Price Segment.,All together it is a good package for an individual lookjng for a beast in cheap price with a brand. The phone built is solid performs all day to day tasks. Can't expect much from the processor but does well in this price segment. Camera and battery is a boon for owners.,31 May 2019,4
1287,Vipinsaraswat,The silent performer,"The silent daily performer, the phone works just perfectly for all your daily tasks, ui is easy to use, battery lasts 2 days for me being a moderate user, storage is plenty, however the processor could have been faster, it takes almost a second to open the dialler
Display is immersive, awesome clarity",20 June 2019,5
1288,Micks,No bill,"The phone is awesome no doubt but, there is no bill included with this purchase. Just one simple receipt by amazon. Very disappointed.",21 April 2019,5
1289,deepak sajnani,Best phone 🙂,The samsung has improved the processor. I was used the samsung galaxy grand quattro and prime but after few months the phone has lag and very slow but this is the best phone to buy. If you are watching the best memory phone in 20k you will go with this phone.,20 June 2019,4
1290,shivansh sharma,Awful phone for pubg even at lower settings,Awful in pubg even my asus m1 max pro runs better pubg. It is so laggy even at lower frames. Hated this phone. Bought Samsung in 2011 then now. Never again,9 April 2019,1
1291,Nobal,Amazing display battery,"Awsome phone
1.Display - outstanding display
2.5000mah battery life will last atleast 1 day with use of high demanding games like pubg asphalt
3.fast finger print reader
4.camera very good for the price",1 May 2019,5
1292,Teejiyes Thiru,Good phone in this segment...,Nice phone in this price segment... Face recognition is average and it doesn't having a close eye prevention... fingerprint reader was above average... Camera was good.. stucks in low light..,21 April 2019,5
1293,Machender,"Sound quality, camera quality is too bad","Battery is supperb,
Software fastness is good
Product weightless, easy to handle.

Sound is too bad, unable to here ringtone sounds after 3 Meters.

Display colours very bad.

Both the cameras, very bad in low light,
It's too much pixelated.

Face detection failed even after multiple attempts.",27 March 2019,2
1294,nirpender bhati,Poor Product in name of BRAND .,"Performance is not good , you will experience a lag while switching between the apps. Touch sensitivity is poor , same goes with Camera quality . Speaker sound and quality is below poor , though they are claiming DOLBY Atmos effect .
Overall don't buy this phone , You can opt for REDMI Note 7 pro.",13 April 2019,2
1295,Amazon Customer,Huge battery backup and amazing video playback,"It has a superb battery backup and very good crisp video playback and has a very good face recognition which unlocks even in dark without hesitation, camera quality is good and potrait dolly effect is amazing. It has got an update also for latest android version. Thumps up for Samsung team for producing an amazing product like this.",18 June 2019,5
1296,Naga sai,Nice experience with Amazon good mobile.,"I bought this mobile on 15th April.the build quality of mobile is so good ,ram management is good,I don't recommend this mobile if your a gamer .it is good for non gamers,
Camera is good snaps great shots during daylight the fails at night gets lot of noise
Display is osm.
You didn't get any screen guard or back cover in the box",17 April 2019,5
1297,sunil,M#30,"overall product is very good, but rear camera have scope of improvement as it takes image with pre-zoom shot by default, which further not zooming image as compared to J7 pixels are starting blur after zoom the primary image, but at this cost i think it worth to have it. battery back up and fast charging is very good.",13 May 2019,4
1298,Amazon Customer,worse functional UI ever,I have used several phones till date.. But this is the only phone that is having problems with updating and installation of apps from google play store.. It over downloads the file than the size specified and then restarts download itself and it continues in a cycle.. I will not recommend it in terms of functionality.,25 April 2019,3
1299,vinayak,Dots on screen when u open the camera,Yess!! After one month of use I just wana say that while taking pictures there is black screen dots coming on the screen and immediately it ll go after opening the camera !so many times I tried to capture it by screen shot but I could take it !! Anyway I hope it wont affect in future.,21 April 2019,1
1300,Anuj Mittal,"Don't make a fool out of you, just don't buy!!","Proximity sensor is not working, this phone is just like any other samsung phone on any other given day.
Its better to donate Rs. 15k then to buy this phone.
Not at all recomended, camera lovers stay away and for software experience its better to say nothing it hangs even with such a powerful specifications.",9 May 2019,2
1301,7790921440,Best phone with low or moderate budget,"Best phone of mine till date with moderate budget this phone has all that feature which big names provide in big budget phones
Camera sound quality face unlock fingerprint sensor all working perfectly
Normally my old samsung phone get stuck while playing games but this phone never stucks.

Go for this phone guyz",20 June 2019,5
1302,Jaidev L.,a BETTER PHONE AT 14000 by non Chinesebrand,"Good speed, but not that suitable for high-end gamers. Overall good features. Triple wide lens is exceptionally better at is price range",17 June 2019,4
1303,Suvankar,BEST RELIABLE PRODUCT FROM SAMSUNG,"M30 is the best variant of M series from the house of Samsung according to me that is needed from a smartphone in our daily life. Battery is super. I bought the 6gb variant that enhances the speed of the device.
Good to buy. Lookwise, quallity wise, display iwse and it's a battery giant i must say.",27 June 2019,4
1304,Sahoo,Worst Camera,"I am a photographer. I compared M30 Image to Oppo A5s image. Got a very high diff. Oppo A5s Photo image is best than M30. This review, I am writing for photo lovers only. honestly speaking, Do not buy If u r a photo lover. In each and every image of M30, u will find yellowishness, not the exact colour.",21 May 2019,2
1305,Raja,Accessories not included in the pack,"Why is the pack doesn't have any headphone, protective glass for screen and basic cover for the handset. While other brands are offering all these with pack itself,we have spend 17K+ amount for purchasing the mobile and yet need to invest in the above mentioned accessories additionally with 3rd party??? Not fair and good at all...",20 April 2019,5
1306,Jaydeep Chaudhary,Say no to Chinese product.. go for it..,"Nice device from Samsung. Keep your status with balance performance. Dont go for other Chinese brands when you r getting Samsung phones at lower cost. Happy to buy it.
13mp camera is far better than mi7's 42 mp camera when compared.",4 June 2019,5
1307,Apurva Singh,good,really a good phone with respect to pricing. Everything is great except camera. Camera is pretty much ok ok. awesome display,21 April 2019,5
1308,shajilkpdn,One of best value mobile from Samsung till date?,"Like:
Trendy design
Screen resolution
Fast
Storage ample
Cost
Battery 5000mah !!
Dislike:
Camera not upto mark, but liked the wide angle view
Samsung bloatwares",21 June 2019,5
1309,Dweepesh,Great phone great deal.,"10 days since I am using the Galaxy M30. Great phone so far. Finger print is bit high reach sometimes but its fine. Decent camera speed, great battery screen smoothness.
Hopefully samsung will finally succeed in this segment.",27 April 2019,4
1310,R Ganesh Kumar,Simply Loved It!,"Mobile is awesome. And I loved the camera and the battery is excellent, when it is charged fully then almost I am able to use it for 2 days. But main problem is the battery temperature is very high and mobile is hot all the time. This is the only problem I have. Except this problem, mobile is worth for the price. Simply Loved it.",18 June 2019,5
1311,tarun sagar,Highly recommend redmi note 7 pro over it,"One of the worst phone i ever buy.
Physical body issues body.
Wake up key is not working properly
Face and finger recognizetion is the slowest in the business
In service center in just 15 days",22 March 2019,1
1312,Pruithvindranath S.,M30 samsung,"Samsung galaxy m30 has a tremendous amount of battery life which is of 5000mah.it can easily get fully charged within 100 min and stand upto the whole day. Coming to finger print reader its good.
M30 is equipped with triple camera and also has wide angle...can be said that pictures are admirable.",18 June 2019,5
1313,Zahid Hussain,Review after 1 week use,Samsung the name itself a brand...a brand of hanging mobile phones.. I am using M30 from 1 week..and sometimes it started to hang..front camera is not upto the mark..but battery life & fingerprint are awesome,3 May 2019,3
1314,alok mishra,battery is average no accessories,"phone is good but battery just simple nothing special considering 5000mah batery,
no screen guard or back cover or ear phone,",17 May 2019,4
1315,"Senthil Kumar, Bangaluru",M30 6GB 128GB,"I am writing this review after 2 months usage..Performance and battery back up is awsome. Camera is just upto the mark.not as expected, but there is okay quality for this price tag.. fingerprint sensor is bit slower...
Over all I am satisfied and would defenitely be a good choice for those who looks for this price range...",20 June 2019,4
1316,Sanket027,Value for money always.....,Battery life is awesome .camera good ...fingerprint aslo good ...in this money Samsung give his best shot in it ....as compare to another brand like MI oppo or vivo ..this is value for money and samsung still have best second hand value ....u.can chk any site u will compare the replacement value Samsung list on top .....,18 June 2019,5
1317,Shiva Prakash H,Overall Impressive Performance for this price.,"Battery performance do not match 5000mah as specified. Camera night performance can still be improved.
But camera day light performance is awesome. The screen & touch sensitivity is too good.",22 April 2019,4
1318,Vikash kalyana,Don’t buy this product- poor camera and super slow phone,"I thought samsung has made the good quality product buti am totally disappointed with this phone. I don’t like the camera of this phone , even mobile is super slow. Folks please don’t buy this product to see your advertisement or design. Design is appropriate, light adjustment is not upto standard, selfie camera is pathetic-",23 May 2019,1
1319,Zap,Skip it,Great display and battery life and a fairly decent camera for the price unfortunately the cellular antenna is horrible almost always out of range I would suggest people aovid this phone like the plague.,28 May 2019,2
1320,Sakshi,Best deal at this cost.,"This product is very nice at this cost. At this price , the company is offering a very good deal to it's customers. The fingerprint sensor is very fast and easy to use...just with one swipe, the phone gets unlocked. The camera quality is brilliant, which click best quality pictures at low light too.",17 May 2019,5
1321,Amazon Customer,Well Rounded Product,The screen really really stands out at this price point. The colours really pop out. The battery life is also excellent courtesy of the 5000mAh cell inside. Minor UI lag here and there which will hopefully be fixed with the One UI update. All in all a well rounded product with the Samsung brand tag.,18 April 2019,5
1322,kumarpandi,Network issue ( signal strength weak),"Really worst forever this from Samsung,display only super, otherwise I was faced network (signal strength) issue I was received only two signal bar in full coverage area.",27 March 2019,1
1323,Prajesh Raam,Best buy but better buy Redmi Note 7 Pro,Amazing phone. Using it for the last 5 days and an amazing display. Fast charging is good. Battery last for 1 day even with 5 PUBG Matches and heavy video/gaming. Fingerprint sensor is slow. Ultra-wide camera takes good quality photos and videos. But slower compared to Redmi Note 7 Pro.,27 April 2019,5
1324,Satish,Unexpected delivery,Just 5 minutes before i recieved that and found touch was not fit properly and a dent on bottom corner just ahead of handfree. Want to return the same immediately,28 March 2019,1
1325,Mayur Agarwal,Average,"Got delivered within a day. It's been a month and haven't faced any issues yet. Camera quality isn't that great as I expected. Fingerprint reader also doesn't work sometimes. But haven't faced any lagging issues yet. Been playing high graphic games like mortal combat, pubg.
Overall a good product within this price range.",9 June 2019,5
1326,Om prakash sharma,Heating issue and dust is entering in cameras,I ordered it on the first flash sale from Amazon and got it on 10th march. After few days i faced with hard heating issue. And the other problem is that dust is entering in all back cameras. This is really Disgusting 😔,26 March 2019,3
1327,meju,I feel..,"I got it in first online allotment .Really superb , crystal clear display, good battery backup good cameras, really stunning features I like it really. Overall under 20000 budget its worthy so go for it that's why ! Don't ask me then why don't you give five * that's one I reserved because after a period of use then I decide for that ....*",17 March 2019,4
1328,ajay,bad product,i got damaged product and the replacement was not available and its taking more than 10 days for the whole process except the screen clarity and battery nothing is good . my suggestion is better take a note,22 April 2019,3
1329,Subhamoy H.,good phone for parants use,good phone.. great battery life..good build quality..not Great for gaming at this price point...gaming performance good but not best in this price point.. overall a balanced phone..for day to day use you'll be setisfied..1 problem i faced that the back side colour was fadeed after 2 months using...,29 June 2019,4
1330,Rushi Bhokare,Money worthy,Boom... Samsung hit back... The best the device under 15k...camera quality is superb.. No lagging in game... If anyone willing to buy a phone i'll definitely recommend u to buy this one...using this phone from One month so hav all the idea abt phone.. PUBG runs fluently.... Battery backup is too good... So its too good Device 👍🏻,6 June 2019,5
1331,Amazon Customer,Best phone in this budget..,"Amazing looks,you cant stop yourself from looking repeatedly towards your phone..picture quality is awsome..battery life good but not as much expected from a 5000mah battery.with type c charging port is great in budget.selfie mode is also good.Super amoled screen gives a awsome looks to screen..overall Nice..",19 March 2019,5
1332,Sreekuttan MK,This is the best phone under 20000,The best phone under this price cartogory. The super amoled display and 5000 mah battery makes it the best. Although Camera is missing a slowmotion and hyperlaps feature it does a great job with the wide angle shots.,24 June 2019,5
1333,Amazon Customer,Totally disappointed with Samsung m30 model,Worst experience on this purchase it was only 15day phone.... display touch has not worked properly after few hours display stight line indicates..... NOTE since the phone has not drop or damaged by us....,3 July 2019,1
1334,Amazon Customer,Excellent product for low cost,"Phone is very good, best value for money product, battery backup is very good, camera quality is excellent...don't waste money by investing more on costly phones, all features available in this low cost but high performance phone...

Drawback is phone with OREO software only...to be given with PIE",28 March 2019,5
1335,Amazon Customer,Amazing phone 😎,I like everything about this phone. This phone has a great 📷. Although average reviews for the camera were 6.5 during thr time of purchase but i really love its camera and would rate it 9.5🥰 . The sound quality is also very good. Its a great phone offered by Samsung 😍🤩,18 June 2019,5
1336,Manish kumar,Not upto the expectations,"I don't like this product much.
As it created lots of trouble for me.
It get heats up frequently on the upper side where rear camera is,
I should to the service center ,the claimed that they had change the mother board but after changing it starts creating the same problem.
I am really angry on Samsung",18 June 2019,1
1337,Chaitanya Kuppa,Excellent Product,Finally got the mobile in the 7th sale. Had to wait for almost a month now. Excellent mobile. It's worth wait and worth every penny. Ultrafast performance perfect for gamers. Battery is massive 2 days for normal use and would take just 2.5 hrs for full charge and camera clarity is good. Charging cable is a bit short though.,6 April 2019,5
1338,sivaji dokku,Speaker problem during calls.Not audible.,Speaker problem during calls. Receiver voice is not audible during calls even after adjusting volume level.,24 March 2019,1
1339,prashant deshpandey,"Battery life,Amoled display,triple camera","Battery life is excellent and touch sensitivity is also awesome indeed Samsung had done really well in his M series smartphone specifically In M30.So if you want to buy a fast processor, bright display,better UI experience smartphone then go wide it u won't be disappointed.",17 March 2019,4
1340,Shahjahan,SAMSUNG has done it😉😉😉,Awesome battery life .but based on background apps.for general purpose it can work for 3-5 days with single full charge.for heavy use one and half day.Thanks for quick type c charger full charge from 0 to 100 in one and half hour minimum.Thanks for the SAMSUNG for getting this kind of mobiles in a mid range,12 May 2019,5
1341,Bharath,Awesome product i loved it personalyy,This phone with latest pie and one ui update rocks it also hass a dark mode which is awsome love the new look and i am satisfied with the phone it is an awesome phone with an awesome fingerprint scanner it also has a excellent camera and nice faceunlock it unlocks most of the time in the dark it has a nice long battery life,17 June 2019,5
1342,Bhuwan P.,Excellent smartphone,"What can i say in one lime that its satisfactory and the best
1. Great battery life
2. Lightning fast fingerprint scanner
3.And yes it's processor is also good
4.Camera is superb",20 June 2019,5
1343,Amol khandare,Battery king father of All phones,"Design ,Build Quality 3/5
Display 5/5
Battery 5/5
Hardware 2.5/5
Camera 2.8/5 * (No EIS, slow mo, and not support for Camera 2Api)
* back side of phone getting scratches easily please make cases specially for M series
*No regular update providing for improvement",18 June 2019,4
1344,Rahullakshman,Best Budget Phone,"Best Performance, Nice look
Best phone for budget and standard users.. high performance.. no lag.. Figerprint reader fast ., camera quality better that others with new more features, battery life is one other main thing that i didn't seen in other phones.. its amazing.. its a right choice.. iam happy..",19 April 2019,5
1345,Yogesh,Good phone for professionals,"The handling and look of this phone is very nice. Battery and camera is also good.

The bad thing about this phone is the processor is not that much capable to handle the games like Pubg. Sometimes camera quality is not good during night.

Overall the phone is good if you are professional.",18 June 2019,4
1346,SUSHIL YADAV,Not satisfied with Samsung quality,"I am very much disappointed. I received this phone on 23 march 2019 and In only 13 day the mick of the speaker is not working.
I request you to kindly replace this product.",4 April 2019,1
1347,Amazon Customer,Awesome and phone,"It's a wonderful android phone

I love this

It's very useful product from Samsung

I'm also very happy to use fully made indian product it's feel that I'm true indian

So thank you samsung to lunch this type of products.

I wish that you will give us more product like this",18 June 2019,5
1348,Raj,Overall good phone in budget,"FHD screen is quite cool. Amazing camera quality. Battery life is also good but it takes bit long to charge. Finger scanner is good but some times it does not scan and you have to place finger properly on scanner then it works fine.
Overall good phone in this budget.",20 June 2019,4
1349,Amazon Customer,Ok ok,Phones looks is gud really nice but after installing all the apps the processor got slow n hang some time its been only a week n it started hanging which is a drawback for having a 4gb RAM,25 March 2019,3
1350,Sayali N Kulkarni,This phone is very elegant & worth recommending to near ones. Happy to be proud owner of the same.,"Finger print reader & Pin are extremely reliable.

Camera quality (both photoshoots & videos are extremely good & are unmatchable.

Battery life is very good & lasts long on regular charging.

This M30 6 GB x 128 GB black phone is beautiful in look & has all required apps on it.",23 June 2019,5
1351,Narendra,Nice Phone under 15K,The Phone design looks premium and the battery backup is very good. Didn't got earphone in it. The features are good updated to Android Pie. Face unlock good but finger print sensor in not so good because some time it didn't work. But the performance of phone is good. Overall we can say that its a good phone from Samsung.,21 June 2019,5
1352,Srikanth,Fallen love with galaxy M top budgeted,Samsung's packed in a 6.4-inch Infinity-U display here with slim bezels. The 6.4-inch Super AMOLED display on the Galaxy M30 is certainly the best we've seen on a budget device. Galaxy M30 is an absolute treat i like the most battery and camera quality was awesome...fingerprint sensor acts like live touch...love the most,18 June 2019,5
1353,RAKESH,Poor Customer service,The M30 Samsung mobile had a label saying it can use Indian SIM only while i needed it for use overseas also. I was told it can not be returned and only replaced and now it was my job to contact Samsung. Shameful indeed: Amazon. I expected better. If i had to contact Samsung myself why would i bother to go through Amazon?,4 June 2019,1
1354,FINAL CONSUMER,Worth the Price,Just Perfect. Worth the price. I loved it.,15 April 2019,5
1355,sudheer,Superb,"Superb
Mind bliwing
Pentastic

6gb ram
120gb memory
5000mah battery
Amoled screen
Latest android version
Samsung brand
On 17999/-only 😊",9 June 2019,5
1356,Deepanshu,Best Screen And Battery Life😍😍,Very High Quality Screen Because Samsung best in Screen Making And Battery Is Like Monster Very Big Battery Life . Best Phone👍👍👍,6 June 2019,4
1357,Rishabh b.,My M30 is working extremely outstanding.,As my Own experience I observed very Good response during my Gaming and photo shooting. The battery is absolutely fabulous. It doesn't discharge as while. I was using this from early 2 months and it didn't discharge below 15% this is very good for me as a gamer. So Finally I was very comfortable from this Phone so far.,18 June 2019,5
1358,Praveen,Suitable for everyone except heavey gamers,"Everything about the mobile is excellent except the processor, this processor can handle all tasks easily but not suitable for heavy gaming. And it handles pubg at medium graphics with little lag, and if used in low graphics it performs really well.. overall it is a good choice, and the battery is awesome, it's a beast..",18 June 2019,5
